Attrition_Flag,Customer_Age,Gender,Dependent_count,Education_Level,Marital_Status,Income_Category,Card_Category,Months_on_book,Total_Relationship_Count,Months_Inactive_12_mon,Contacts_Count_12_mon,Credit_Limit,Total_Revolving_Bal,Avg_Open_To_Buy,Total_Amt_Chng_Q4_Q1,Total_Trans_Amt,Total_Trans_Ct,Total_Ct_Chng_Q4_Q1,Avg_Utilization_Ratio,VIP_Flag,Transaction_Velocity,Engagement,Transaction_Drift,Spend_Drift,Engagement_Drift,Behavioral_Risk_Score
Existing Customer,50,M,2,Post-Graduate,Married,$80K - $120K,Blue,42,6,1,1,9873.0,1276,8597.0,0.791,4613,82,0.745,0.129,0,6.833333333333333,1.9523809523809523,4.8809523809523805,274.58333333333337,4.8809523809523805,-84.30238095238096
Existing Customer,46,F,3,Graduate,Single,Less than $40K,Blue,38,5,1,3,1555.0,1366,189.0,0.704,5490,86,0.755,0.878,0,7.166666666666667,2.263157894736842,4.903508771929825,313.02631578947364,4.903508771929825,-95.84429824561403
Attrited Customer,52,F,2,Graduate,Married,Less than $40K,Blue,36,5,3,4,2160.0,0,2160.0,0.645,2360,56,0.647,0.0,0,4.666666666666667,1.5555555555555556,3.1111111111111116,131.1111111111111,3.1111111111111116,-40.502777777777766
Existing Customer,38,M,0,Not_Disclosed,Married,$60K - $80K,Blue,26,5,2,1,3809.0,1521,2288.0,0.692,4666,69,0.865,0.399,0,5.75,2.6538461538461537,3.0961538461538463,209.37179487179486,3.0961538461538463,-64.0
Existing Customer,44,F,3,High School,Single,Less than $40K,Blue,33,3,3,3,5362.0,1984,3378.0,0.664,3851,87,0.642,0.37,0,7.25,2.6363636363636362,4.613636363636363,204.219696969697,4.613636363636363,-63.03636363636364
Existing Customer,43,F,1,Graduate,Not_Disclosed,Less than $40K,Blue,32,4,4,3,1834.0,1416,418.0,0.868,5653,79,0.927,0.772,0,6.583333333333333,2.46875,4.114583333333333,294.4270833333333,4.114583333333333,-89.87395833333332
Existing Customer,52,F,3,Graduate,Married,Less than $40K,Blue,47,4,4,2,2577.0,879,1698.0,0.74,5021,75,0.744,0.341,0,6.25,1.5957446808510638,4.654255319148936,311.58687943262413,4.654255319148936,-95.23776595744681
Existing Customer,47,M,5,Graduate,Single,$60K - $80K,Blue,36,6,3,2,2721.0,1264,1457.0,0.796,4557,71,0.972,0.465,0,5.916666666666667,1.9722222222222223,3.9444444444444446,253.16666666666669,3.9444444444444446,-77.45277777777778
Existing Customer,50,F,3,Graduate,Married,Less than $40K,Blue,40,3,2,2,2925.0,2065,860.0,0.692,3913,47,1.474,0.706,0,3.9166666666666665,1.175,2.7416666666666663,228.25833333333333,2.7416666666666663,-69.52416666666666
Attrited Customer,44,F,5,Graduate,Not_Disclosed,Less than $40K,Blue,39,6,3,2,1545.0,0,1545.0,0.749,2646,39,0.444,0.0,0,3.25,1.0,2.25,152.65384615384616,2.25,-46.621153846153845
Attrited Customer,49,F,2,Graduate,Married,Less than $40K,Blue,39,3,3,1,2212.0,0,2212.0,0.942,2394,55,0.897,0.0,0,4.583333333333333,1.4102564102564104,3.1730769230769225,138.1153846153846,3.1730769230769225,-42.62884615384615
Existing Customer,46,M,2,High School,Single,$120K +,Blue,36,3,1,3,13001.0,1482,11519.0,0.552,3671,55,0.528,0.114,0,4.583333333333333,1.5277777777777777,3.0555555555555554,203.94444444444446,3.0555555555555554,-62.38055555555556
Attrited Customer,36,F,3,Uneducated,Single,Less than $40K,Blue,22,3,3,1,2784.0,2378,406.0,0.525,2021,57,0.676,0.854,0,4.75,2.590909090909091,2.159090909090909,76.5530303030303,2.159090909090909,-23.754545454545454
Attrited Customer,50,M,1,Post-Graduate,Single,$60K - $80K,Blue,36,4,3,2,2317.0,0,2317.0,0.734,2214,41,0.519,0.0,0,3.4166666666666665,1.1388888888888888,2.2777777777777777,123.0,2.2777777777777777,-37.73611111111111
Existing Customer,41,F,3,High School,Not_Disclosed,Less than $40K,Blue,36,5,2,0,1867.0,970,897.0,0.828,4537,60,1.0,0.52,0,5.0,1.6666666666666667,3.333333333333333,252.05555555555554,3.333333333333333,-76.89999999999999
Attrited Customer,50,F,0,Doctorate,Single,Less than $40K,Blue,38,4,3,3,2595.0,2353,242.0,0.924,2526,41,0.577,0.907,0,3.4166666666666665,1.0789473684210527,2.337719298245614,144.0263157894737,2.337719298245614,-44.06798245614035
Existing Customer,46,F,2,College,Divorced,Less than $40K,Blue,36,4,3,1,1438.3,0,1438.3,0.906,4311,77,0.833,0.0,0,6.416666666666667,2.138888888888889,4.277777777777779,239.5,4.277777777777779,-73.4861111111111
Existing Customer,46,F,2,Graduate,Married,Less than $40K,Blue,40,6,1,2,1696.0,1177,519.0,0.686,4410,84,0.826,0.694,0,7.0,2.1,4.9,257.25,4.9,-79.10999999999999
Attrited Customer,46,F,1,Graduate,Married,Not_Disclosed,Blue,24,3,3,2,2694.0,1576,1118.0,0.494,2041,57,0.9,0.585,0,4.75,2.375,2.375,85.04166666666667,2.375,-26.3875
Attrited Customer,51,F,4,High School,Married,Less than $40K,Blue,41,3,3,4,2791.0,940,1851.0,0.813,2584,49,0.441,0.337,0,4.083333333333333,1.1951219512195121,2.8882113821138207,152.3089430894309,2.8882113821138207,-46.7729674796748
Existing Customer,51,F,1,Graduate,Single,$40K - $60K,Blue,36,3,3,1,2146.0,967,1179.0,0.569,4253,74,0.721,0.451,0,6.166666666666667,2.0555555555555554,4.111111111111112,236.2777777777778,4.111111111111112,-72.45277777777778
Attrited Customer,61,M,0,Uneducated,Married,$80K - $120K,Blue,43,3,3,5,1438.3,0,1438.3,0.7,1958,47,0.424,0.0,0,3.9166666666666665,1.0930232558139534,2.8236434108527133,117.63178294573643,2.8236434108527133,-36.34399224806201
Existing Customer,38,F,2,College,Married,Not_Disclosed,Blue,36,6,1,2,1438.3,730,708.3,0.921,4583,67,0.914,0.508,0,5.583333333333333,1.8611111111111112,3.722222222222222,254.61111111111114,3.722222222222222,-77.84722222222223
Existing Customer,44,F,3,Graduate,Divorced,$40K - $60K,Blue,38,3,2,2,4269.0,1852,2417.0,0.682,4178,75,0.63,0.434,0,6.25,1.9736842105263157,4.276315789473684,238.21929824561406,4.276315789473684,-73.1263157894737
Existing Customer,45,F,3,Graduate,Married,$40K - $60K,Blue,38,3,6,1,4195.0,2440,1755.0,0.889,4430,72,0.714,0.582,0,6.0,1.894736842105263,4.105263157894737,252.58771929824564,4.105263157894737,-77.26842105263158
Existing Customer,48,F,1,College,Married,Less than $40K,Blue,38,5,2,2,1832.0,748,1084.0,0.879,4376,87,0.812,0.408,0,7.25,2.289473684210526,4.960526315789474,249.50877192982458,4.960526315789474,-76.78684210526316
Existing Customer,37,F,2,High School,Married,Less than $40K,Blue,36,3,2,1,2588.0,1782,806.0,0.546,4159,83,0.766,0.689,0,6.916666666666667,2.3055555555555554,4.611111111111112,231.05555555555554,4.611111111111112,-71.11111111111111
Existing Customer,63,F,0,Not_Disclosed,Single,Less than $40K,Blue,36,6,1,1,4847.0,1856,2991.0,0.61,4712,76,0.81,0.383,0,6.333333333333333,2.111111111111111,4.222222222222221,261.7777777777778,4.222222222222221,-80.19722222222222
Existing Customer,46,F,4,College,Married,$40K - $60K,Blue,33,4,1,1,2423.0,429,1994.0,0.625,4717,80,0.739,0.177,0,6.666666666666667,2.4242424242424243,4.242424242424242,250.14393939393938,4.242424242424242,-76.7151515151515
Existing Customer,50,F,0,Uneducated,Single,$40K - $60K,Blue,41,6,2,3,7507.0,1697,5810.0,1.098,4651,71,1.029,0.226,0,5.916666666666667,1.7317073170731707,4.1849593495934965,274.1443089430894,4.1849593495934965,-83.86727642276422
Existing Customer,51,M,2,College,Married,$120K +,Blue,43,5,2,3,5232.0,1923,3309.0,0.629,4976,93,0.661,0.368,0,7.75,2.1627906976744184,5.587209302325581,298.94573643410854,5.587209302325581,-91.86860465116278
Existing Customer,43,F,3,Uneducated,Single,Not_Disclosed,Blue,32,5,1,1,1438.3,491,947.3,0.494,5016,86,0.593,0.341,0,7.166666666666667,2.6875,4.479166666666667,261.25,4.479166666666667,-80.14166666666667
Existing Customer,47,F,1,High School,Married,Not_Disclosed,Blue,43,4,2,2,1828.0,1517,311.0,0.661,4542,82,0.577,0.83,0,6.833333333333333,1.9069767441860466,4.926356589147287,272.87209302325584,4.926356589147287,-83.78217054263567
Existing Customer,49,F,5,Graduate,Married,Not_Disclosed,Blue,43,4,3,2,2557.0,2351,206.0,0.807,4342,73,1.147,0.919,0,6.083333333333333,1.697674418604651,4.3856589147286815,260.8565891472868,4.3856589147286815,-79.93624031007751
Existing Customer,42,F,2,College,Divorced,Less than $40K,Blue,33,3,3,1,2283.0,1690,593.0,0.874,4377,64,0.488,0.74,0,5.333333333333333,1.9393939393939394,3.3939393939393936,232.11363636363637,3.3939393939393936,-70.91666666666667
Existing Customer,35,F,4,High School,Single,Less than $40K,Blue,25,5,2,3,2684.0,1658,1026.0,0.669,4657,76,1.0,0.618,0,6.333333333333333,3.04,3.293333333333333,201.8033333333333,3.293333333333333,-61.80833333333332
Existing Customer,38,F,1,Graduate,Married,Not_Disclosed,Blue,31,3,1,3,7234.0,0,7234.0,0.899,5198,75,1.083,0.0,0,6.25,2.4193548387096775,3.8306451612903225,265.48924731182797,3.8306451612903225,-81.1540322580645
Existing Customer,37,F,2,College,Single,$40K - $60K,Blue,26,3,2,3,1438.3,743,695.3,0.561,4730,80,0.778,0.517,0,6.666666666666667,3.076923076923077,3.58974358974359,212.24358974358975,3.58974358974359,-65.05897435897435
Existing Customer,42,F,3,Graduate,Married,Less than $40K,Blue,37,4,2,1,2730.0,1303,1427.0,1.308,4750,76,0.9,0.477,0,6.333333333333333,2.054054054054054,4.2792792792792795,267.4549549549549,4.2792792792792795,-81.89819819819819
Existing Customer,50,F,3,High School,Married,Not_Disclosed,Blue,38,4,2,1,2808.0,1720,1088.0,0.836,5137,81,0.723,0.613,0,6.75,2.1315789473684212,4.618421052631579,292.89912280701753,4.618421052631579,-89.6671052631579
Existing Customer,42,F,3,Not_Disclosed,Single,Less than $40K,Blue,36,6,1,1,6275.0,0,6275.0,0.79,4308,75,0.786,0.0,0,6.25,2.0833333333333335,4.166666666666666,239.33333333333331,4.166666666666666,-73.44166666666666
Existing Customer,43,F,4,College,Not_Disclosed,$40K - $60K,Blue,39,4,1,3,1438.3,0,1438.3,0.68,4528,83,1.128,0.0,0,6.916666666666667,2.128205128205128,4.788461538461538,261.2307692307692,4.788461538461538,-80.25961538461537
Attrited Customer,44,M,4,Graduate,Single,$80K - $120K,Blue,36,4,2,2,10834.0,0,10834.0,0.522,2249,51,0.594,0.0,0,4.25,1.4166666666666667,2.833333333333333,124.94444444444443,2.833333333333333,-38.56666666666666
Existing Customer,44,F,1,College,Married,Less than $40K,Blue,33,5,1,3,1522.0,0,1522.0,0.783,4835,70,0.489,0.0,0,5.833333333333333,2.121212121212121,3.712121212121212,256.4015151515152,3.712121212121212,-78.38030303030303
Existing Customer,48,F,4,Doctorate,Single,Not_Disclosed,Blue,39,6,1,1,2845.0,919,1926.0,0.652,2635,43,1.263,0.323,0,3.5833333333333335,1.1025641025641026,2.480769230769231,152.01923076923077,2.480769230769231,-46.573076923076925
Existing Customer,41,F,2,Graduate,Married,$40K - $60K,Blue,36,6,2,3,2329.0,1271,1058.0,0.729,4382,70,0.667,0.546,0,5.833333333333333,1.9444444444444444,3.8888888888888884,243.44444444444446,3.8888888888888884,-74.53888888888889
Existing Customer,47,F,1,Uneducated,Single,$40K - $60K,Blue,34,5,1,3,2099.0,1164,935.0,0.717,4471,80,0.667,0.555,0,6.666666666666667,2.3529411764705883,4.313725490196079,241.08333333333331,4.313725490196079,-74.02549019607841
Existing Customer,42,F,2,Uneducated,Married,Not_Disclosed,Blue,37,6,1,1,5099.0,958,4141.0,0.607,4025,73,0.521,0.188,0,6.083333333333333,1.972972972972973,4.11036036036036,226.63288288288288,4.11036036036036,-69.609009009009
Existing Customer,54,F,4,Graduate,Married,Not_Disclosed,Blue,43,3,2,3,3805.0,821,2984.0,0.807,4326,67,0.811,0.216,0,5.583333333333333,1.558139534883721,4.025193798449612,259.8953488372093,4.025193798449612,-79.52868217054264
Existing Customer,47,F,2,High School,Married,Not_Disclosed,Blue,32,3,2,1,11438.0,0,11438.0,0.815,4346,90,0.915,0.0,0,7.5,2.8125,4.6875,226.35416666666669,4.6875,-69.73125
Existing Customer,43,F,3,Graduate,Single,$40K - $60K,Blue,33,4,3,3,2434.0,1169,1265.0,0.689,4739,76,0.81,0.48,0,6.333333333333333,2.303030303030303,4.030303030303029,251.3106060606061,4.030303030303029,-76.93030303030304
Existing Customer,44,F,3,Graduate,Single,Not_Disclosed,Blue,37,3,2,1,4703.0,1555,3148.0,0.932,4127,89,0.648,0.331,0,7.416666666666667,2.4054054054054053,5.011261261261262,232.37612612612614,5.011261261261262,-71.66734234234235
Existing Customer,44,F,5,High School,Married,Not_Disclosed,Blue,36,4,3,2,5254.0,2507,2747.0,0.751,4501,64,0.641,0.477,0,5.333333333333333,1.7777777777777777,3.5555555555555554,250.05555555555554,3.5555555555555554,-76.36388888888888
Existing Customer,45,F,5,Doctorate,Married,Less than $40K,Blue,34,4,2,2,1438.3,491,947.3,0.708,4376,84,0.787,0.341,0,7.0,2.4705882352941178,4.529411764705882,235.9607843137255,4.529411764705882,-72.55
Existing Customer,40,F,4,Graduate,Single,Less than $40K,Blue,26,5,3,0,2206.0,1110,1096.0,0.746,5196,92,0.614,0.503,0,7.666666666666667,3.5384615384615383,4.128205128205129,233.15384615384616,4.128205128205129,-71.5224358974359
Existing Customer,50,F,2,College,Married,$40K - $60K,Blue,37,6,2,1,3600.0,1904,1696.0,0.72,4946,75,0.531,0.529,0,6.25,2.027027027027027,4.222972972972973,278.490990990991,4.222972972972973,-85.1864864864865
Existing Customer,46,M,2,High School,Not_Disclosed,$60K - $80K,Blue,42,3,3,2,7116.0,693,6423.0,0.759,4759,81,0.841,0.097,0,6.75,1.9285714285714286,4.821428571428571,283.2738095238095,4.821428571428571,-86.83571428571427
Existing Customer,37,F,3,College,Married,Less than $40K,Blue,28,4,2,1,1788.0,0,1788.0,1.001,3511,56,0.931,0.0,0,4.666666666666667,2.0,2.666666666666667,167.19047619047618,2.666666666666667,-51.173809523809524
Existing Customer,60,F,0,Doctorate,Married,Not_Disclosed,Blue,51,4,1,3,7508.0,2148,5360.0,0.89,4950,70,0.707,0.286,0,5.833333333333333,1.3725490196078431,4.46078431372549,315.44117647058823,4.46078431372549,-96.39166666666665
Attrited Customer,39,F,5,Not_Disclosed,Married,$40K - $60K,Blue,31,3,3,6,3333.0,1867,1466.0,0.947,3348,50,0.282,0.56,0,4.166666666666667,1.6129032258064515,2.5537634408602155,171.0,2.5537634408602155,-52.24650537634408
Existing Customer,50,F,2,Graduate,Married,Not_Disclosed,Blue,31,5,1,3,13745.0,0,13745.0,0.53,4432,61,0.605,0.0,0,5.083333333333333,1.967741935483871,3.115591397849462,226.36559139784944,3.115591397849462,-69.13091397849462
Attrited Customer,34,F,4,Graduate,Married,Less than $40K,Blue,36,2,2,4,5021.0,2517,2504.0,0.587,2270,40,0.481,0.501,0,3.3333333333333335,1.1111111111111112,2.2222222222222223,126.1111111111111,2.2222222222222223,-38.67222222222222
Existing Customer,43,M,2,Graduate,Married,$40K - $60K,Blue,34,3,2,1,4396.0,0,4396.0,0.592,4771,78,1.053,0.0,0,6.5,2.2941176470588234,4.205882352941177,257.2598039215686,4.205882352941177,-78.81029411764706
Existing Customer,40,F,4,Graduate,Single,Less than $40K,Blue,30,4,2,2,2558.0,0,2558.0,0.728,4635,82,0.64,0.0,0,6.833333333333333,2.7333333333333334,4.1,231.75,4.1,-71.115
Existing Customer,30,F,0,College,Single,Not_Disclosed,Blue,18,4,2,3,9641.0,0,9641.0,0.907,4710,75,0.667,0.0,0,6.25,4.166666666666667,2.083333333333333,130.83333333333331,2.083333333333333,-40.03333333333333
Existing Customer,38,F,1,Uneducated,Married,Not_Disclosed,Blue,36,3,3,1,12621.0,912,11709.0,0.64,4945,78,0.56,0.072,0,6.5,2.1666666666666665,4.333333333333334,274.7222222222222,4.333333333333334,-84.07499999999997
Attrited Customer,40,M,3,Doctorate,Married,$40K - $60K,Blue,36,3,3,4,2313.0,0,2313.0,0.673,2249,42,0.312,0.0,0,3.5,1.1666666666666667,2.333333333333333,124.94444444444443,2.333333333333333,-38.341666666666654
Existing Customer,53,F,3,Uneducated,Married,Less than $40K,Blue,36,3,1,3,1438.3,1183,255.3,0.841,4551,65,0.667,0.822,0,5.416666666666667,1.8055555555555556,3.6111111111111116,252.83333333333331,3.6111111111111116,-77.26944444444443
Existing Customer,44,F,4,Graduate,Divorced,Less than $40K,Blue,30,4,3,2,1791.0,1314,477.0,0.725,5109,79,0.756,0.734,0,6.583333333333333,2.6333333333333333,3.9499999999999997,255.45,3.9499999999999997,-78.13999999999999
Existing Customer,52,F,3,Uneducated,Single,Less than $40K,Blue,44,3,3,2,2300.0,1598,702.0,0.813,4287,84,0.714,0.695,0,7.0,1.9090909090909092,5.090909090909091,259.8181818181818,5.090909090909091,-79.90681818181817
Existing Customer,42,F,3,Graduate,Married,Less than $40K,Blue,36,4,2,2,2526.0,2048,478.0,0.716,4267,72,0.8,0.811,0,6.0,2.0,4.0,237.05555555555554,4.0,-72.66666666666666
Attrited Customer,42,F,4,Graduate,Married,$40K - $60K,Blue,33,4,3,2,2918.0,0,2918.0,0.559,2056,54,0.459,0.0,0,4.5,1.6363636363636365,2.8636363636363633,109.03030303030303,2.8636363636363633,-33.779545454545456
Existing Customer,53,F,2,Graduate,Single,Not_Disclosed,Blue,49,4,2,3,6074.0,0,6074.0,0.697,4303,77,0.674,0.0,0,6.416666666666667,1.5714285714285714,4.845238095238096,270.7670068027211,4.845238095238096,-83.11819727891157
Existing Customer,45,M,3,High School,Married,$60K - $80K,Blue,37,5,1,2,4995.0,1766,3229.0,0.76,4389,82,0.864,0.354,0,6.833333333333333,2.2162162162162162,4.617117117117116,247.1283783783784,4.617117117117116,-75.96036036036035
Existing Customer,34,M,2,Graduate,Married,$40K - $60K,Blue,17,6,2,1,3323.0,1062,2261.0,0.729,4610,78,0.773,0.32,0,6.5,4.588235294117647,1.9117647058823533,112.99019607843138,1.9117647058823533,-34.61176470588236
Existing Customer,56,F,1,Graduate,Married,Less than $40K,Blue,48,3,1,3,2464.0,1794,670.0,0.682,4610,76,0.9,0.728,0,6.333333333333333,1.5833333333333333,4.75,288.125,4.75,-88.3125
Existing Customer,34,F,2,Graduate,Not_Disclosed,Less than $40K,Blue,18,4,1,3,2730.0,0,2730.0,0.648,4530,72,0.714,0.0,0,6.0,4.0,2.0,125.83333333333334,2.0,-38.525
Existing Customer,35,F,1,College,Not_Disclosed,Not_Disclosed,Blue,29,4,3,3,1438.3,966,472.3,0.871,5249,81,0.761,0.672,0,6.75,2.793103448275862,3.956896551724138,256.4166666666667,3.956896551724138,-78.43275862068965
Attrited Customer,43,M,2,College,Single,$80K - $120K,Blue,34,2,4,3,4617.0,1035,3582.0,0.36,1779,35,0.591,0.224,0,2.9166666666666665,1.0294117647058822,1.8872549019607843,95.9264705882353,1.8872549019607843,-29.432843137254903
Existing Customer,50,M,2,Graduate,Married,$120K +,Blue,42,6,2,1,8220.0,1015,7205.0,1.063,4794,77,0.878,0.123,0,6.416666666666667,1.8333333333333333,4.583333333333334,285.3571428571429,4.583333333333334,-87.39047619047619
Existing Customer,40,F,3,College,Single,Less than $40K,Blue,29,4,3,1,5716.0,623,5093.0,0.673,4387,79,0.881,0.109,0,6.583333333333333,2.7241379310344827,3.8591954022988504,214.3074712643678,3.8591954022988504,-65.76091954022988
Existing Customer,49,F,2,Not_Disclosed,Single,Less than $40K,Blue,36,4,3,0,1635.0,1220,415.0,0.565,4807,56,0.931,0.746,0,4.666666666666667,1.5555555555555556,3.1111111111111116,267.05555555555554,3.1111111111111116,-81.2861111111111
Existing Customer,52,F,2,Not_Disclosed,Single,$40K - $60K,Blue,46,4,2,3,4259.0,0,4259.0,0.59,4389,80,0.702,0.0,0,6.666666666666667,1.7391304347826086,4.9275362318840585,270.3369565217391,4.9275362318840585,-83.02210144927537
Attrited Customer,40,M,4,High School,Married,$60K - $80K,Blue,36,4,3,5,5869.0,0,5869.0,0.642,2203,41,0.519,0.0,0,3.4166666666666665,1.1388888888888888,2.2777777777777777,122.3888888888889,2.2777777777777777,-37.55277777777778
Attrited Customer,56,F,3,College,Single,Less than $40K,Blue,46,1,3,3,2272.0,1350,922.0,0.762,2354,49,0.96,0.594,0,4.083333333333333,1.065217391304348,3.0181159420289854,144.9927536231884,3.0181159420289854,-44.630072463768116
Existing Customer,49,F,5,High School,Married,Less than $40K,Blue,36,4,2,3,2598.0,1848,750.0,0.547,4396,78,0.814,0.711,0,6.5,2.1666666666666665,4.333333333333334,244.2222222222222,4.333333333333334,-74.94999999999999
Existing Customer,50,M,3,Graduate,Single,$60K - $80K,Blue,38,4,1,1,10762.0,703,10059.0,0.548,4509,71,0.543,0.065,0,5.916666666666667,1.868421052631579,4.048245614035088,257.0921052631579,4.048245614035088,-78.7219298245614
Existing Customer,39,M,2,Graduate,Married,$60K - $80K,Blue,36,6,3,3,1982.0,1751,231.0,0.843,4313,62,0.676,0.883,0,5.166666666666667,1.7222222222222223,3.4444444444444446,239.61111111111114,3.4444444444444446,-73.18611111111112
Existing Customer,33,F,2,Doctorate,Not_Disclosed,Not_Disclosed,Blue,21,3,3,3,4651.0,2499,2152.0,0.766,5097,79,0.795,0.537,0,6.583333333333333,3.761904761904762,2.821428571428571,182.03571428571428,2.821428571428571,-55.664285714285704
Attrited Customer,52,F,3,Graduate,Single,Less than $40K,Blue,38,2,3,4,2437.0,0,2437.0,0.912,3068,53,0.656,0.0,0,4.416666666666667,1.394736842105263,3.021929824561404,174.9298245614035,3.021929824561404,-53.612719298245615
Existing Customer,42,F,3,High School,Single,Less than $40K,Blue,35,5,2,1,2563.0,1579,984.0,0.924,4838,70,0.707,0.616,0,5.833333333333333,2.0,3.833333333333333,264.93809523809523,3.833333333333333,-80.9647619047619
Attrited Customer,49,M,3,Graduate,Married,$80K - $120K,Blue,40,4,2,3,4576.0,193,4383.0,0.85,3100,54,0.742,0.042,0,4.5,1.35,3.15,180.83333333333331,3.15,-55.459999999999994
Existing Customer,44,F,3,Uneducated,Single,$40K - $60K,Blue,34,3,3,3,2245.0,1342,903.0,0.687,4624,87,0.706,0.598,0,7.25,2.5588235294117645,4.6911764705882355,249.33333333333331,4.6911764705882355,-76.60147058823529
Attrited Customer,39,F,4,College,Single,$40K - $60K,Blue,36,3,2,3,1776.0,0,1776.0,0.518,2201,31,0.292,0.0,0,2.5833333333333335,0.8611111111111112,1.7222222222222223,122.27777777777777,1.7222222222222223,-37.32222222222222
Existing Customer,45,F,2,Post-Graduate,Married,Less than $40K,Blue,38,3,2,3,2911.0,1471,1440.0,0.871,4450,62,0.771,0.505,0,5.166666666666667,1.631578947368421,3.5350877192982457,253.72807017543857,3.5350877192982457,-77.48245614035088
Existing Customer,47,M,4,Graduate,Married,$60K - $80K,Blue,30,4,2,3,2257.0,896,1361.0,0.68,4618,94,0.516,0.397,0,7.833333333333333,3.1333333333333333,4.699999999999999,230.89999999999998,4.699999999999999,-71.1
Existing Customer,62,M,1,Not_Disclosed,Single,Not_Disclosed,Blue,36,5,1,1,18457.0,2248,16209.0,0.578,3603,69,0.643,0.122,0,5.75,1.9166666666666667,3.833333333333333,200.16666666666669,3.833333333333333,-61.55833333333334
Attrited Customer,46,M,4,College,Married,$60K - $80K,Blue,36,4,2,1,1681.0,0,1681.0,0.464,1953,48,0.5,0.0,0,4.0,1.3333333333333333,2.666666666666667,108.5,2.666666666666667,-33.56666666666667
Existing Customer,52,F,2,High School,Single,Not_Disclosed,Blue,32,6,1,3,1461.0,0,1461.0,0.676,4633,80,0.778,0.0,0,6.666666666666667,2.5,4.166666666666667,241.30208333333331,4.166666666666667,-74.03229166666665
Attrited Customer,48,F,3,High School,Not_Disclosed,Less than $40K,Blue,37,4,2,1,2363.0,978,1385.0,0.662,2635,40,0.538,0.414,0,3.3333333333333335,1.0810810810810811,2.2522522522522523,148.36711711711712,2.2522522522522523,-45.36103603603604
Existing Customer,49,F,2,Not_Disclosed,Married,Less than $40K,Blue,36,5,3,3,1438.3,863,575.3,0.605,4482,67,0.914,0.6,0,5.583333333333333,1.8611111111111112,3.722222222222222,249.0,3.722222222222222,-76.1138888888889
Existing Customer,42,F,5,Uneducated,Married,Not_Disclosed,Blue,29,3,2,3,1840.0,1267,573.0,0.605,4515,76,0.49,0.689,0,6.333333333333333,2.6206896551724137,3.7126436781609193,220.56034482758622,3.7126436781609193,-67.60316091954023
Existing Customer,49,F,4,Not_Disclosed,Single,$40K - $60K,Blue,39,6,2,3,7382.0,1326,6056.0,0.806,4792,65,0.667,0.18,0,5.416666666666667,1.6666666666666667,3.75,276.46153846153845,3.75,-84.38846153846154
Existing Customer,51,M,4,Not_Disclosed,Married,$80K - $120K,Blue,47,4,3,2,3861.0,622,3239.0,0.794,4816,81,0.976,0.161,0,6.75,1.7234042553191489,5.026595744680851,298.86524822695037,5.026595744680851,-91.59521276595744
Existing Customer,53,F,3,Graduate,Married,Less than $40K,Blue,47,4,1,2,1562.0,751,811.0,0.925,4574,81,0.976,0.481,0,6.75,1.7234042553191489,5.026595744680851,283.84751773049646,5.026595744680851,-87.13989361702127
Existing Customer,49,F,3,Graduate,Not_Disclosed,$40K - $60K,Blue,36,6,1,2,3088.0,1477,1611.0,0.748,5095,77,0.833,0.478,0,6.416666666666667,2.138888888888889,4.277777777777779,283.05555555555554,4.277777777777779,-86.60277777777776
Existing Customer,55,F,3,College,Single,Less than $40K,Blue,42,5,2,1,1438.3,0,1438.3,0.612,4660,87,0.891,0.0,0,7.25,2.0714285714285716,5.178571428571429,277.38095238095235,5.178571428571429,-85.23571428571428
Existing Customer,46,F,4,Uneducated,Married,$40K - $60K,Blue,34,6,3,3,2168.0,1704,464.0,0.725,4584,92,0.769,0.786,0,7.666666666666667,2.7058823529411766,4.96078431372549,247.1764705882353,4.96078431372549,-76.06225490196078
Existing Customer,34,F,4,High School,Married,$40K - $60K,Blue,28,6,1,0,2432.0,851,1581.0,0.873,4760,69,0.917,0.35,0,5.75,2.4642857142857144,3.2857142857142856,226.66666666666669,3.2857142857142856,-69.28928571428571
Existing Customer,44,M,2,High School,Single,$40K - $60K,Blue,31,5,1,1,2197.0,0,2197.0,0.921,4548,64,0.641,0.0,0,5.333333333333333,2.064516129032258,3.268817204301075,232.29032258064515,3.268817204301075,-70.96962365591398
Existing Customer,39,M,3,Graduate,Single,$80K - $120K,Blue,30,5,3,3,10009.0,1604,8405.0,0.449,4347,75,0.786,0.16,0,6.25,2.5,3.75,217.35,3.75,-66.63
Existing Customer,47,F,3,Post-Graduate,Not_Disclosed,$40K - $60K,Blue,36,6,1,2,3979.0,1319,2660.0,0.85,4598,67,0.634,0.331,0,5.583333333333333,1.8611111111111112,3.722222222222222,255.44444444444446,3.722222222222222,-78.09722222222223
Existing Customer,49,F,2,Uneducated,Married,Less than $40K,Blue,41,5,1,3,2189.0,1860,329.0,0.834,4195,81,0.653,0.85,0,6.75,1.975609756097561,4.774390243902439,247.2662601626016,4.774390243902439,-76.06463414634145
Existing Customer,46,F,2,Graduate,Single,Not_Disclosed,Blue,31,5,2,3,8243.0,927,7316.0,0.568,4503,90,0.765,0.112,0,7.5,2.903225806451613,4.596774193548387,229.99193548387098,4.596774193548387,-70.78629032258065
